companyname,industry,tagline,description,city,zipcode,address,tel,fax,url,mail,president,contact,establishment,year_capital,n_employees,message,srcurl,amount_sales,main_client,start_business,office,branch,shop,start_branch,headoffice,oversea_branch,tel2,fax2
株式会社ジャロック,機械・金属,スウェージング技術を様々な分野に展開,CNCスウェージングマシンの設計、製造、販売スウェージング部品加工など（スウェージング部品・自動車部品・医療部品／スウェージングマシン向けダイス・治工具／鍛造加工用高性能添加油フォーミングエース）,福井市,919-0321,福井市下河北町22-1,0776-38-6500,0776-38-6200,https://www.jaroc.co.jp,main@jaroc.co.jp,代表取締役 武澤 清則,管理課 竹澤 弘也,1970年7月,"2,000万円",46名,当社は、自社保有の技術を軸とし、業界の発展と関わる全てのお客様の差別化を支援する事をビジョンとしています。仕事を通して社会に期待される会社を全社員一丸となって目指していきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/car/103.html,,,,,,,,,,,
株式会社秀峰,機械・金属,世界オンリーワンの曲面印刷が、「自動車の室内空間」や「建築部材」を彩る,メガネの加飾、表面処理・自動車内装材、ハンドル、携帯電話への加飾、表面処理・携帯電話へのアンテナ印刷,福井市,919-0327,福井市大土呂町2-5-5,0776-39-0800,0776-39-0700,https://www.shu-hou.co.jp,info@shu-hou.co.jp,代表取締役 村岡 右己,総務部 問井・小林,1983年7月,"4億3,000万円",40名,今まで曲面にダイレクトに精度良く印刷する技術はなく、転写フィルムを使用して加飾するため、コストが高く、模様も限られていました。本技術では１個でも量産と同様の製品ができ、量産コストも非常に安価です。当技術は様々な分野に応用が見込まれます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/smartphone/104.html,10億円,自動車業界、携帯電話業界、パチンコ業界、ゲーム業界、デジカメ業界 他,,,,,,,,,
株式会社白崎コーポレーション,繊維,公共工事に使用される防草シートで高いシェアを獲得,防草シートなどの企画、製造、販売・防草シート、防草緑化シート（彩植兼美、グリーンラップ、チガヤシートなど）・防草緑化資材（VA‒200、チューブ土嚢など）,鯖江市,916-0076,鯖江市石生谷町11-23,0778-62-2800,0778-62-3336,https://www.shirasaki.co.jp,,代表取締役社長 白崎 智之,グリーンナップ事業部 山本 泰久,1955年7月,"9,800万円",139名,チガヤは出芽力が強く、アスファルトも突き破り、破壊力No.1の最強の雑草です。このチガヤを抑えることができることから、「チガヤシート」と名付けました。本製品発売後15年を経過しますが、シートを破って出てきた雑草は皆無です。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/032.html,42億円,自然応用科学㈱、京阪園芸㈱、㈱石沢商事 他,,,,,,,,,
株式会社SHINDO,繊維,繊維・産業資材・シリコーンのグローバルカンパニー,・産業資材の製造、販売・シリコーン加工品の製造、販売・服飾副資材の製造、販売,あわら市,919-0614,福井県あわら市伊井11-1-1,0776-73-3111,0776-73-4148,https://www.shindo.com,,代表取締役社長 深町 忠則,総務部 三﨑 智史,1978年7月,"3,000万円",242名,当社は産業資材、シリコーン、服飾副資材といった3つの分野を柱に事業展開しており、経済産業省「元気なモノ作り中小企業300社」「グローバルニッチトップ企業100選」に選定されました。これからも異なる3分野を融合し、世界に類を見ない新製品開発に挑んでいきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/aerospace/033.html,121億円（グループ計）,関東・関西一円の商社・メーカー,,,,,,,,,
進工業株式会社,電気・電子,独創的な技術で市場を開拓する,電子部品の製造・販売,小浜市,917-0028,福井県小浜市野代4号土渕31-2,075-671-7371,075-671-7372,https://www.susumu.co.jp/,Yoshioka.shuji@susumu.co.jp,代表取締役社長 岡本 直用,,1964年7月,"4億9,000万",382名(連結647名),当社は半世紀前から、世界一のナノテクノロジーを用いて、オンリーワンの薄膜抵抗器の研究開発に取組み、それらの製造・販売をしております。従来の製品から、高精度・高信頼・高安定の多岐に渡る分野で使われておりますが、新たに新成長分野として、「次世代移動モビリティー」「次世代型通信分野」「新高度医療分野」にも進出しており、将来的なニーズに応える最先端の技術を世界に提供しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/smartphone/145.html,63億85百万円(単体)　70億10百万円(連結),,,,,,,京都府京都市南区上鳥羽馬廻シ町14番地,,,
スワン商事株式会社,機械・金属,200件以上の特許を取得し、アルミ製新製品開発を展開,アルミ製建材の製造、販売・アルミ手摺、アルミ笠木・各種折りたたみ戸・アルミ外装パネル・簡易喫煙ボックス・折りたたみゴミ収集箱、温室,坂井市,919-0516,坂井市坂井町福島10-1,0776-67-3011,0776-67-3015,https://www.swan-group.co.jp,info@swan-group.co.jp,代表取締役社長 峰 暢宏,開発部 課長 木下 紀洋,1979年4月,"3,000万円",40名,アルミ製品の命を生かすとともに、それを使用する場所、人々がいかに安全で快適、便利であるかを考え、これまでに200件以上の特許を取得し、明日に向かって更に新製品を生み出し続けています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/105.html,6億円,文化シャッター㈱、三洋工業㈱,,,,,,,,,
セーレン株式会社,繊維,夢で世界をかえていく,車輌資材事業（シート材・エアバッグ・加飾パーツ）ハイファッション事業（自社ブランド衣料品、アパレル向けテキスタイル販売）エレクトロニクス事業（電磁波シールド材、インクジェットシステム販売）環境・生活資材事業（建築用資材、インテリア用資材、介護・エコ関連資材）メディカル事業（化粧品）,福井市,918-8560,福井市毛矢1丁目10-1,0776-35-2111,0776-35-2114,https://www.seiren.com,,代表取締役会長 川田 達男,研究開発センター 事業管理部 部長 野形 明広,1889年,"175億2,025万円","1,609名（単体）6,953名（連結）",創業120余年の歴史の中で培われた繊維の技術力を多彩な分野に応用し、21世紀のグッドカンパニーを目指しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/car/034.html,"492億円（単体）1,097億円（連結）",,,,,,,,,,
セーレンＫＳＴ株式会社,化学,国内唯一のシリコンウェーハ厚膜熱酸化膜加工企業,半導体・光通信用シリコンウェーハ上の各種膜付加工品などの開発、製造、販売,福井市,918-8135,福井市下六条町13-23,0776-41-7333,0776-41-3037,https://www.kst.seiren.com,office-kst＠kst.seiren.com,代表取締役社長 亀井 洋次郎,管理部総務課 新井 恵,1998年5月,1億円,49名,当社の厚膜熱酸化膜加工技術は、他社には真似できない優れた技術と高品質で、国内外の大手半導体デバイスメーカーや光通信デバイスメーカー、研究機関などに採用されています。本技術を用いた膜付ウェーハは、膜厚25μmまで、ウェーハサイズ12インチまで加工可能です。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/059.html,"21億8,836万円",NTTエレクトロニクス㈱、住友化学㈱、東京応化工業㈱ 他,,,,,,〒916-0004 鯖江市糺町21-4-8,,,
セーレン電子株式会社,電気・電子,緯糸の布目曲りを検知し、自動的に布目曲りを矯正する装置を開発,繊維産業向けの機械製品の製造、販売 ・布目曲り矯正装置・布蛇行矯正装置・布長さ・反数・密度・巾測定装置・外観不具合計測装置,坂井市,913-0036,坂井市三国町米納津48-113-3,0776-50-1400,0776-50-1401,https://www.seiren-e.com,,代表取締役社長 荒木 道男,総務部長 高橋 信之,1970年10月,"5,000万円",58名,当社は、セーレンが１世紀以上にわたる歴史の中で培ってきた技術を基盤に、独自にエ レクトロニクス技術を創出。幅広い技術領域で、世界のモノづくりをサポートしています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/144.html,11億円,セーレン㈱、KBセーレン㈱ 他,,,,,,,,,
ゼットクリエイト株式会社武生工場,伝統工芸・その他,プロ野球選手の多くが使用する高精度の木製バットを製造,スポーツ製品の製造野球用バット・ユニフォーム類,越前市,915-0873,越前市池ノ上町93-7-3,0778-23-2800,0778-23-6176,,ko_yamamoto@zett-net.com,工場長 長谷川 正,副工場長 山本 浩司,1979年3月,"9億6,000万円",99名（全社）38名（うち武生工場）,日本プロ野球を筆頭に、国内外のトップ選手にバットを供給、ゼット野球用品の中で、ユニフォームとともにユーザーから高い評価を得ております。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/sports/173.html,"4億5,000万円(武生工場のみ)",㈱UACJ金属加工、YKKファスニングプロダクツ販売㈱、中日本ジューキ㈱、㈱マークス 他,,,,,,大阪市天王寺区烏ヶ辻1-2-16,,,
株式会社セルフネン,化学,植物資源を1 0 0 ％ 活かす不燃化技術で植物資源素材に高付加価値を,不燃木材、不燃処理和紙等の不燃化素材の製造販売不燃化技術の研究開発製材、木工、木材乾燥、木材防腐防蟻処理,坂井市,910-0303,坂井市丸岡町猪爪5-114,0776-67-1135,0776-68-0610,,info@cellfunen.co.jp,代表取締役社長 浅野 成昭,宮地 めぐみ,2013年2月,100万円,8名,現在、世界中が木造建築ブームで、高層の木造建築物が各国で建てられています。しかし、表面の木材が燃えても心材の木材に支障がなければ避難時間を確保できるとの考え方で建てられており、木材の表面が燃えるという問題はクリアされておりません。そのため実際の火災時には延焼し、大きな被害が出ることが容易に想像できます。セルフネン技術は、世界初で唯一火災にならない技術であり、真の安全安心な木造耐火高層建築物が可能となります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/64.html,,建設会社、工務店、木材・木製品製造業者、建材店等,,,,,,,,,
大八化学工業株式会社　福井工場,化学,非ハロゲン系難燃剤の世界シェアNo. 1,可塑剤、難燃剤を主とする有機化学薬品の製造、販売・可塑剤（フタル酸エステル類、二酸基酸エステル類など）・難燃剤（ リン酸エステル類（RDP、BPADP、PX-200など）・金属抽出剤（ホスフォン酸エステルなど（PC-88A））,福井市,910-3138,福井市白方町テクノポート3丁目1-2,0776-85-1191,0776-85-1190,http://www.daihachi-chem.co.jp,,工場長 金原 真司,事務課主査 西口 仁勝,1919年,"8億2,500万円",60名（福井工場）,ニーズに対応した多様な商品群をラインアップしていますが、このPX-200は粉体商品であり、樹脂加工段階での取り扱い易さで、特に設備面での余分な投資を避けることができます。今後は環境問題対策に重点を置き、新商品開発を進めていきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/064.html,174億円（令和2年3月期）,北村化学産業㈱、長瀬産業㈱、新和産業㈱、帝人化成㈱ 他,,,,,1993年9月（福井工場）,,,,
高嶋技研株式会社,機械・金属,高速自動検査装置のプロフェッショナル,非破壊検査装置・素材分類処理装置の開発、製造、据付工事、ラベル検査装置、X線入味検査装置、印刷検査装置、実瓶異物検査システム、X線異物検査装置、X線入味・キャップ締付検査装置、実瓶外観検査装置、キャップ外観検査装置、X線撮像測定装置、近赤外線材質分類装置、木材用X線検査装置、木材外観検査装置など,あわら市,919-0614,あわら市伊井15-1-1,0776-74-0880,0776-89-0550,https://www.takashima-giken.co.jp,tgk@takashima-giken.co.jp,代表取締役社長 松澤 郁夫,営業・CS部 村上 志郎,1964年6月,"4,500万円",40名,高嶋技研は、独創的な技術力と装置を創り上げる開発力をもとに、お客様のご要望、ニーズに応える先進的な製品をご提案し、世の中に送り続けて参りました。中でも、立体展開検査方式ラベル検査装置は、自信を持ってお薦めする検査装置です。そのほか自動検査に関するご相談も是非お寄せください。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/machine/106.html,,飲料・酒類・食品・医薬品製造業、包装容器製造業、非鉄・鉄鋼製品製造業、IHIグループ 他,,,,,,,,,
株式会社武田機械,機械・金属,国内シェアNo.1金型用プレートの側面加工を高精度で行う機械を開発,工作機械製造、販売（プレート加工機、フライス盤、インモーションセンタ、油圧内蔵式マシンバイス）,福井市,918-8188,福井市三尾野町1-1-1,0776-33-0043,0776-33-3343,http://www.takeda-kikai.co.jp,main@takeda-kikai.co.jp,代表取締役社長 山口 博徳,管理部 堀江 良裕,1970年8月,"5,000万円",120名,当社は近年オペレーターの求める高い操作性と生産性を実現した門型プレートミルやハイグレード両頭フライス盤などの生産に取り組んでおり、多様化するニーズに積極的に対応します。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/machine/107.html,32億円,㈱山善、㈱アマダマシンツール 他,,,,,,,,,
株式会社タケダレース,繊維,インナーウェア用レースで国内シェアNo.1 、世界でもトップクラス,女性インナーウェア用編レースの企画・デザイン、開発、製造、販売,福井市,910-8570,福井市若栄町601,0776-54-3440,0776-54-5348,https://www.takedalace.co.jp,,代表取締役社長 武田 茂,総務 山口 勝之,1969年1月,"8,000万円",110名,インナーレースはタケダレースと呼ばれるほど、日本一、世界でもトップのシェアを誇っています。厳選された素材から、撚糸・編立・染色まで一貫生産し、各工程で各々品質管理を徹底。デザイン、品質そして機能面で最新、最高のレース作りを目指しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/036.html,20億円,㈱ワコール、トリンプ、㈱ユニクロ,,,,,,,,,
武生特殊鋼材株式会社,機械・金属,刃物用クラッドメタルのトップメーカー,クラッドメタル（異種金属接合材）、オリジナル刃物鋼（Ｖ鋼）シリーズの受注生産販売、受託加工、クラッドアート,越前市,915-0857,越前市四郎丸町21-2-1,0778-24-3666,0778-24-3719,http://www.e-tokko.com,,代表取締役社長 河野 通郎,総務部 国岡 里衣,1954年10月,"5,000万円",57名,当社は圧延屋であり、クラッド屋と称して主にクラッド材の製造販売を行っています。圧延において、熱間および冷間圧延機を備える圧延屋は全国的にも稀な存在です。“ 限りなくオリジナリティ、限りなく本物志向” を指標に、クラッドメタルを活かした新商品の開発展開を目指しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/108.html,18億7700万円（令和3年度）,（仕入先）三井物産スチール㈱、日本製鉄㈱ 他（販売先）㈱龍泉刃物、高村刃物製作所 他,,,,,,,,,
タナカ株式会社,伝統工芸・その他,各種蚊帳の生産　国内シェアNo.1,各種蚊帳などの製造・販売・食卓カバー・室内用蚊帳、ベット用蚊帳、大人用蚊帳、　子供用蚊帳、屋外用蚊帳,福井市,910-2173,福井市下東郷町15-45,0776-41-3820,0776-41-3319,https://www.kenko-kaya.com,,代表取締役 田中 源美,営業部 長谷川 瑞恵,1972年9月,"1,000万円",18名,エアコンや蚊取線香を使わないで安眠でき、また、部屋のイメージ作りに蚊帳が見直されています。子供用蚊帳は、エアコンの風が直接体に当たるのを防ぎ、冷え過ぎません。皆様の健康とエコ志向のお役に立てれば良いと思います。各種蚊帳を材料から一貫生産しているのは、国内では当社のみです。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/174.html,,,,,,,,,,,
株式会社田中化学研究所,化学,電気自動車を支える二次電池正極材料のパイオニア的存在,二次電池用正極材料の製造販売,福井市,910-3131,福井市白方町45-5-10,0776-85-1801,0776-85-1803,https://www.tanaka-chem.co.jp,,代表取締役 社長執行役員 横川 和史,総務人事部 麻王・西願,1957年12月,"91億5,522万円",342名（2022年9月末現在）,今後は世界各国で厳格化が加速している環境規制への対応や、各国の産業支援策によるEV普及が後押しされる背景より、世界的な需要はさらに継続拡大していくと考えられます。当社は永年培ってきたコア技術と、「お客さまが求める製品を一つ一つカスタムメイドで提供する」という従来から積み重ねてきたスタイルを通じて、より高性能な製品開発、及び製造販売を行い地球環境に貢献してまいります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/car/065.html,405億円（2022年3月期実績）,Panasonic、丸紅、STM,,,,,,,,,
株式会社田中地質コンサルタント,伝統工芸・その他,遺跡や土器を風化から守る保存剤を開発マヤ遺跡に採用,・地質調査、建設コンサルタント、測量・遺跡強化保存剤 TOT販売・遺跡強化保存　・遺跡探査・土壌汚染対策に基づく指定調査機関・物理探査機器販売,越前市,915-0082,越前市国高2-324-7,0778-25-7000,0778-25-7001,https://geology.co.jp/,,代表取締役 田中 謙次,同　上,1965年5月,"1,000万円",26名,土と石造りの遺跡の強化保存剤は、貴重な文化財に使用するため、処理後の色調の変化や照りが生じないことが重要です。TOTはこれらの要件をクリアし、しかも環境に優しい安全な製品です。遺跡保存のほか、伝統的な建築物や構造物などの保存に適しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/culture/175.html,2億600万円,市町村、埋蔵文化財センター、教育委員会、民間企業、大学、国交省、福井県 他,,,,,,,,,
デンヨー株式会社　福井工場,機械・金属,エンジン発電機の国内シェアNo.1,発電機、溶接機、コンプレッサーなどの製造、販売,若狭町,919-1397,三方上中郡若狭町相田38-1,0770-45-2211,0770-45-9010,https://www.denyo.co.jp,info@denyo.co.jp,代表取締役社長 白鳥 昌一,執行役員 生産部門 生産部門長 宮元 俊樹,1948年7月,"19億5,483万円",546名（うち福井工場：300名）,トップブランドである発電機はもとより、よりローコストでクリーンな家庭用分散型電源など、地球環境の保全と社会的インフラの拡充につながる技術開発をめざしています。今後とも製造、技術、営業、管理の各部門が一丸となって世界を舞台に、デンヨーパワーを発揮してまいります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/109.html,"351億1,700万円",（販売）伊藤忠商事㈱、㈱ワキタ（仕入）㈱クボタ、コマツディーゼル㈱,,,,,1976年4月,,,,
株式会社TOKO,機械・金属,国内シェアNo.1。｢イスターカーテン｣は全国の街づくりに貢献しています,ビル・住宅・エクステリア向け建材商品の開発、生産、販売・イスターカーテン ・カーテンゲート・ウインドイスター,鯖江市,916-0062,鯖江市熊田町1-100,0778-62-1122,0778-62-2234,https://www.toko-ss.co.jp/,,代表取締役 佐々木 知也,総務部 川端 理照,1957年12月,"9,800万円",186名,当社は、独創的な発想のメーカーであることに強い信念とこだわりを持っています。主力商品である「イスターカーテン」に代表される「折りたたみ」あるいは「伸縮」構造に関わる技術を新たな用途に活用し、独創性ある新商品開発を探索しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/110.html,"36億6,400万円",三協立山㈱、旭化成ホームズ㈱、㈱LIXIL、YKK AP㈱、㈱テクノアソシエ、㈱丹青社 他,,,,,,,,,
東洋染工株式会社,繊維,今までにない画期的な快適性素材を提案する、合成繊維にうるおい保湿機能を持たせる新たな加工技術,各種繊維製品の染色仕上、整理加工、コーティング加工・衣料資材（ランジェリー、ファンデーション、裏地、芯地、肩パット、インナー用部材）・寝装資材（毛布のヘム、布団カバー、布団裏地）・産業資材（自動車内装材、各種シート材）・その他生活関連、医療・看護用雑貨用資材,坂井市,919-0477,坂井市春江町田端43-15,0776-51-2323,0776-51-5652,http://www.toyo-senko.co.jp/,,代表取締役 山本 隆英,営業部 課長 笹口 和幸,1963年8月,"8,000万円",230名,薄地ニットの染色加工では右に出る企業はないと自負しております。これは徹底した品質管理により実証されており、今後とも新しい技術により社会で認められる新しい価値を提供してまいります。またランジェリー、ファンデーションといったレディスインナー用途は、当社が最も得意とする分野です。これは徹底した品質管理で実証されております。テキスタイルに対しては、今後ますます快適性や幸福感を求められていくと思います。アクアホールはその一つであり、今後とも、新しい技術により社会で認められる新しい価値を提供し続けてまいります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/037.html,30億円,東レ㈱、日東紡績㈱、伊藤忠商事㈱、丸紅㈱、澤村㈱ 他,,,,,,,,,
常盤商事株式会社,機械・金属,現場に合わせたオリジナルの洗浄機を提案超音波洗浄機製作、メンテナンスのオンリーワン技術,・超音波洗浄機の設計、製作、販売、及びメンテナンス等・洗浄装置に係る周辺機器、部材の販売・各種繊維機械の設計、製作、販売、及びメンテナンス等。また周辺機器、部材の販売,福井市,918-8046,福井市運動公園4丁目202,0776-36-3260,0776-36-6136,https://www.tokiwa-shoji.com,info@tokiwa-shoji.com,代表取締役 藤原 義典,営業技術部 小澤・笠川,1958 年,"1,500 万円",6名,どの業種におきましても、「製品の洗浄」には問題があります。各企業の経営者はお金を使いたくない部分です。しかし、洗浄せずに商品を出荷しますと、マーケットクレームを出しかねない危険性をはらんでおります。当社では、あまりお金をかけない洗浄システムを構築し、お客様のご要望にあわせた仕様で、安価な洗浄装置をご提案させていただきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/car/111.html,"1億5,000万円",㈱アサヒオプティカル、㈱サンルックス、㈱ホプニック研究所、伊藤光学工業㈱、東レ㈱韓国・未来超音波、中国・臨海M/C,,,,,,,,,
有限会社トップテクノ,電気・電子,開発のスピードとサポート力で、精度を要求される医療分野に実績,各種シートヒーター（面状発熱体）の製造蓄熱式ホットクッションの製造、販売,鯖江市,916-1105,鯖江市吉谷町15-113-1,0778-51-8727,0778-51-8230,https://www.toptecno.co.jp,info@toptecno.co.jp,代表取締役 市野 好一,同 上,1991年7月,300万円,6名,当社の作るヒーターは電気と熱というエネルギーに大きく関わっており、省エネ設計・提案を心がけ、ＳＤＧｓの実践に努めています。お客様からいただく「ありがとう」の言葉は、私たちの次なるステップへの原動力になっています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/medical/146.html,,,,,,,,,,,
株式会社ナカニシビジョン,眼鏡,福井から世界へ。ハイブランド眼鏡をデザイン・製造するグローバルカンパニー。,眼鏡業界に関連した製品の開発、設計、製造、その他サービス,福井市,918-8037,福井市下江守町54-2-27,0776-35-8185,0776-35-8379,https://careers.vision360.jp/,,代表取締役社長 中西 敬一,総務財務部 課長 蓑輪 智史,1977年11月,"5,000万円",245名,福井県に本社を置き、高級タイプからスポーツタイプまで幅広く、数多くの世界的な一流ブランドを手掛けるグローカルカンパニーです。デザイナー・エンジニア・職人・技術者全員が「高品質で美しい眼鏡を作る」という情熱を共有できる環境づくりに取り組んでいます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/130.html,,㈱ナカニシオプティカル（大阪）NiTec Eyewear (Dalian) Inc.（中国）,,,,,,,,,
ナック・ケイ・エス株式会社,プラスチック,"カーブミラーの国内シェアN o . 1学校などのF R P 製プールは累計1 , 0 0 0 基を全国に納入",FRP成型品の製造、販売（ 道路反射鏡・道路保安用品・FRPプール、FRPタンク・その他FRP成形品）エンジニアリングプラスチック,福井市,910-3145,福井市串野町8-20,0776-83-1188,0776-83-1288,https://www.nacks.co.jp/,postmaster@nacks.co.jp,代表取締役社長 海道 和男,取締役事業部長 三木 三佳,1996年8月,"4,500万円",32名,道路反射鏡（カーブミラー）は日本特有のアイディア商品です。交通安全の一翼を担っていることを自負しながら、顧客からの要望、クレームをバネにその声を形にすることで、新しく、より満足いただける商品づくりを目指していきます。また、プール使用上の安全性などについても十分考慮し、安全で快適なプールをご提供しております。ニーズが多様化する中で、当社の持つ他の分野の技術との融合を図り、お客様にご満足いただける製品を提供していきたいと考えております。ご連絡をお待ちしております。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/075.html,21億円,日鉄防食㈱（仕入れ）、山宗㈱ 他,,,,,,,,,
株式会社ナ・デックスプロダクツナ・デックスレーザＲ＆Ｄセンター,機械・金属,世界最大のファイバーレーザの高密度エネルギー源で、高出力レーザ加工技術世界一,抵抗溶接制御機器の設計・製造、板金製缶加工設計・製造、精密板金加工及びSUS、アルミ、銅加工、プレス、溶接、塗装、メッキ等表面加工・電子制御機器の製造・販売、電子制御部品の販売、レーザ加工技術の開発,敦賀市,914-0141,敦賀市莇生野62号31番地2,0770-25-2266,0770-25-2267,https://www.nadex-p.jp,npc.info@nadex-p.jp,代表取締役社長  安達 正純,長谷川 博,1969年,"9,835万円",165名,弊社は、ナ・デックスグループの製造部門として、「お客様のものづくりに応えたい」をモットーに、永年多くの国内外のお客様からご愛顧を頂いております。また2013年には、ナ・デックスグループのレーザを利用した加工技術の研究開発を目指して、福井県・敦賀市のご支援と大学・研究機関のご指導を頂きながら、ナ・デックスレーザＲ＆Ｄセンターを設立いたしました。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/machine/112.html,"41億9,700万円",村田機械㈱、オークマ㈱、ダイコク電機㈱、住友電気工業㈱、㈱豊田自動織機 他,,,,,,,,,
株式会社西村金属,眼鏡,チタン加工技術を医療用機器や航空・宇宙機部品へ展開,精密部品製造、販売・メガネ部品・医療機器部品・光センサー部品・半導体製造装置部品,鯖江市,916-0019,鯖江市丸山町3丁目5-26,0778-51-2348,0778-52-6946,http://www.nsmr.jp/,nk-net@nsmr.jp,代表取締役社長 西村 憲治,営業部 山岸 亮,1972年4月,"1,500万円",30名,チタンの微細精密な部品を高精度に加工するのが当社の売りです。お客様からのより高度な要求にお応えできるよう、今後も、より小さく、より高精度に！をモットーにチタンの微細精密加工技術に磨きをかけ、皆様のモノづくりのお手伝いをしたいと考えています。関連分野の方の連絡をお待ちしています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/aerospace/131.html,4億円,㈱シャルマン、ニッポー㈱、日信化学工業㈱、山八歯材工業㈱、愛知時計電機㈱ 他,,,,,,,,,
日華化学株式会社,化学,界面科学、毛髪科学を基盤に、人々のサステナブルで豊かな暮らしを支えます,繊維工業用はじめ各種工業用界面活性剤および化粧品の製造・販売・繊維加工用 ・クリーニング用・情報記録紙用 ・製紙用 ・特殊化学品・化粧品,福井市,910-8670,福井市文京4丁目23-1,0776-24-0213（代）,0776-21-9227,https://www.nicca.co.jp,,代表取締役社長 江守 康昌,・防炎加工剤、人工皮革用水系ウレタン樹脂、フッ素フリー系撥水剤　…繊維化学品事業部・ドライクリーニング用洗剤、リネン用液体洗剤　…クリーニング&メディカル事業部 クリーニング事業推進部・ 美容室向けヘアカラー剤　…デミコスメティクスお客様相談室,1941年9月,"28億9,854万5,000円","1,454名（連結）",「世界中のお客様から最も信頼されるイノベーションカンパニー」を目指し、EHD（環境/Ecology 健康/Health 先端材料/Digital）を軸に、未来に向けた様々な挑戦を続けてまいります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/066.html,"484億7,400万円（連結）",興和江守、オー・ジー長瀬カラーケミカル 他,,,,,,,,,
日信化学工業株式会社,化学,未来の素材を化学で拓く　汎用樹脂本来の性能を極限まで大幅にアップする機能性樹脂メーカー,化学製品の製造・販売（塩化ビニル系変性樹脂「ソルバイン」・各種合成樹脂エマルジョン「ビニブラン」・シリコーン・アクリル系ハイブリッド樹脂「シャリーヌ」・アセチレン系化学品「オルフィン」・シリコーン系添加剤「シルフェイス」 など,越前市,915-0802,越前市北府2丁目17-33,0778-22-5100,0778-24-0657,https://www.nissin-chem.co.jp/,h-okuda@nissin-chem.jp,代表取締役社長 宮澤 繕行,研究所・研究所長 奥田 治和,1955年3月,5億円,243名,樹脂の重合技術やブレンド技術など、当社が保有する技術と、当社が扱っている各種製品とを組み合わせ、新しい製品を開発し、将来にわたってオンリーワン、ナンバーワン製品を市場に供給していきたいと考えています。ご連絡をお待ちしています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/068.html,183億円,信越化学工業㈱、ダイキン工業㈱、協栄化成㈱、ZENICHEM 他,,,,,,,,,
日東産業株式会社,機械・金属,ウレタンフォーム加工機の国内シェアNo.1,ウレタンフォームカッティングマシンの製造、販売ウレタンフォームの加工、販売インテリア商品、マットレスの製作,福井市,910-0125,福井市石盛3丁目1714番地,0776-56-2590,0776-56-2591,https://www.nitto-sng.co.jp,kikou@nitto-sng.co.jp,代表取締役社長 三村 節夫,鵜飼 政浩,1958年2月,"1,000万円",30名（パート含む）,当社で製作するウレタンフォームカッティングマシンの各製品は、加工対象がウレタンフォームだけでなく、発泡製品全般に幅広く応用できる可能性があり、新商品開発に貢献できると考えられます。ご連絡をお待ちしています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/113.html,"3億5,000万円",ブリヂストン化成品㈱、㈱イノアックコーポレーション、アキレス㈱、㈱東洋クオリティワン、クラボウ㈱ 他,,,,,,,,,
